Document Index (generated),Category Code,Number Of Employees,Acquired,Competitors,No of Investors,State Code,Blog Url,Homepage Url,Money
15124,web,2,0,3,2,CA,0,1,1.2
15126,misc,0,0,0,1,IL,0,1,0
15128,misc,0,0,0,1,FL,0,1,0
15132,consulting,5,0,0,1,IL,1,1,0
15134,enterprise,0,0,0,1,CA,0,1,42
15135,enterprise,0,0,0,7,MA,1,1,50.1
15140,misc,5,0,3,1,OR,0,1,0
15141,misc,0,0,0,1,CA,0,1,0
15142,misc,0,0,0,1,CA,0,1,0
15145,misc,0,0,0,1,TN,0,1,0
15146,enterprise,0,0,0,1,CA,1,1,0
15147,misc,0,0,0,1,CO,0,0,0
15150,consulting,190,0,0,1,VA,0,1,0
15152,web,2,0,3,1,MN,1,1,0
15154,games_video,1,0,0,1,SC,1,1,0
15159,enterprise,24,1,8,11,TX,1,1,5.35
15160,advertising,50,0,0,1,AZ,1,1,0
15162,software,208,0,0,1,CA,0,0,0
15171,mobile,2,0,0,1,CA,0,1,0
15174,consulting,0,0,0,1,GA,0,1,0
15175,web,20,1,0,25,CA,1,1,4.95
15180,legal,0,0,2,3,CA,1,1,266
15186,games_video,45,0,0,3,CA,0,1,5
15189,web,5,0,0,1,NY,0,1,0
15193,mobile,0,0,0,1,NH,0,0,0
15203,mobile,3,0,2,1,CA,1,1,0
15207,consulting,6,0,0,1,IL,0,1,0
15209,ecommerce,0,0,0,1,CA,1,1,4.7
15211,consulting,300,0,0,1,NY,1,1,0
15212,mobile,5,0,0,1,CA,0,1,0
15217,ecommerce,3,0,0,1,CA,0,1,0
15221,ecommerce,5,0,5,1,IL,1,1,0
15224,enterprise,0,0,6,1,CA,1,1,0
15229,biotech,18,0,0,1,MD,0,1,0
15234,mobile,0,0,0,1,IL,0,1,0
15235,advertising,0,0,0,1,CA,0,1,0
15236,misc,0,1,0,1,NY,1,1,9.55
15238,misc,0,0,0,1,IL,0,0,0
15239,misc,0,0,0,1,TX,0,1,0
15240,software,20,1,2,3,TX,0,1,4.36
15244,mobile,400,0,0,11,CA,1,1,324
15245,search,8,0,0,1,NC,0,1,0
15246,software,0,0,2,1,CA,1,1,0
15247,enterprise,0,0,0,7,MA,1,1,22.5
15248,enterprise,150,0,9,7,CA,1,1,64
15249,social,25,0,0,3,WA,1,1,1.25
15253,web,0,0,0,1,NY,0,1,6.48
15258,web,0,0,0,1,CA,0,1,5
15260,ecommerce,0,0,0,1,FL,0,1,0
15268,games_video,10,0,3,1,OR,1,1,0
15274,security,0,0,0,1,WA,0,1,8
15276,public_relations,10,0,0,1,DE,1,1,0
15277,mobile,5,0,0,1,NY,1,1,0
15279,consulting,250,0,0,1,WA,1,1,0
15281,software,15,0,0,1,GA,1,1,0
15282,other,0,0,0,1,CA,0,1,0
15285,other,0,0,2,1,CA,1,1,0
15286,consulting,40,0,0,1,NY,1,1,0
15291,hardware,1,0,0,1,MD,0,1,0.385
15292,software,10,0,0,1,FL,0,1,0
15301,news,41,0,0,8,WA,1,1,1.7
15313,ecommerce,7,0,0,1,WA,1,1,0
15314,other,100,0,0,1,CA,0,1,0
15316,enterprise,160,0,0,9,CA,1,1,37
15318,consulting,10,0,0,1,CA,1,1,0
15319,software,2,0,0,1,PA,1,1,0
15328,web,72,0,0,1,CA,0,1,0
15331,enterprise,15,0,0,16,CA,1,1,1.6
15332,web,4,0,2,1,WA,1,1,0
15334,ecommerce,0,0,0,1,NJ,1,1,0
15335,software,0,0,0,1,TX,0,1,0
15340,web,3,0,0,2,NY,1,1,0.89
15346,web,0,0,0,4,CA,0,1,3.23
15352,biotech,0,0,0,7,CA,0,1,43
15353,other,3,0,0,1,FL,0,1,0
15354,web,0,0,0,1,GA,1,1,0
15355,photo_video,4,0,0,1,NC,1,1,0
15356,software,27,0,0,1,NH,1,1,0
15357,legal,1,0,0,1,CA,1,1,0
15359,consulting,110,0,0,1,TX,1,1,0
15363,advertising,25,0,0,1,WA,1,1,0
15365,enterprise,115,0,0,1,VA,0,1,0
15368,ecommerce,15,0,0,1,WA,1,1,0
15370,misc,11,1,0,1,WA,0,1,1
15372,network_hosting,0,0,0,11,WA,0,1,19.5
15373,hardware,0,0,0,1,CA,0,1,0
15381,analytics,0,0,0,12,MA,1,1,16
15386,public_relations,290,0,0,1,TX,0,1,0
15387,web,0,1,7,4,WA,1,1,10.8
15392,search,1,0,0,1,KS,0,1,0
15397,other,12,0,0,1,FL,1,1,0
15399,ecommerce,25,0,4,1,FL,1,1,0
15402,biotech,0,0,0,3,MD,0,1,8.36
15404,advertising,0,0,0,1,CA,1,1,0
15405,web,8,0,2,1,FL,0,1,0
15406,web,1,0,4,1,GA,0,1,0
15407,mobile,3,0,0,1,WA,1,1,0
15408,software,7,0,0,1,ID,1,1,0
15411,consulting,600,1,4,1,NY,0,1,0
15412,manufacturing,0,0,0,13,CA,1,1,1770
15413,cleantech,0,0,0,3,IL,0,1,459
15416,cleantech,68,0,0,7,IL,1,1,294
15417,cleantech,0,0,0,17,NY,1,1,85.1
15419,web,2,0,0,1,OK,0,1,0
15420,biotech,0,0,0,11,CA,0,1,57
15421,medical,0,0,0,5,CA,0,1,39.3
15422,advertising,17,0,0,1,CA,1,1,0
15424,web,10,0,5,1,WA,1,1,0.8
15426,public_relations,9,0,0,1,CA,1,1,0
15430,web,0,0,4,1,NY,1,1,0
15432,mobile,0,0,0,10,CA,1,1,46.3
15436,search,0,0,0,1,DC,0,1,0
15439,enterprise,9,0,0,1,IN,0,1,0.5
15441,web,5,0,0,1,TN,0,1,0
15449,network_hosting,0,0,0,2,FL,1,1,30
15450,manufacturing,0,0,0,26,CA,0,1,222
15451,consulting,0,0,0,1,CA,0,1,0
15453,games_video,5,0,0,1,CA,1,1,0
15454,medical,50,0,4,12,CA,1,1,4.13
15459,hardware,88,0,0,1,AL,1,1,0
15461,web,0,0,0,1,TX,0,1,0
15470,web,0,0,0,1,CA,0,0,0
15477,misc,0,0,0,1,CA,0,0,0
15478,web,15,0,0,1,VA,1,1,0
15480,software,10,0,0,1,MA,0,1,0
15481,web,10,0,0,1,CA,1,1,0
15482,search,25,0,0,1,CA,1,1,0
15484,enterprise,0,0,0,5,CA,0,1,17.8
15485,consulting,70,0,0,1,PA,1,1,0
15490,other,2,0,0,1,WA,0,1,0
15493,enterprise,0,0,0,1,GA,0,1,30
15494,semiconductor,0,1,0,18,CA,0,1,81
15495,network_hosting,39,0,3,6,IL,0,1,156
15496,enterprise,100,0,3,7,MA,1,1,27.5
15499,network_hosting,0,0,0,8,CA,1,1,65.2
15501,enterprise,12,1,7,4,CA,1,1,11.5
15503,public_relations,5,0,0,1,UT,1,1,0
15504,music,5,0,0,1,CA,1,1,0
15505,software,40,1,0,1,CA,0,1,3.01
15507,other,5,0,0,2,CT,0,1,0.8
15511,ecommerce,10,0,0,1,FL,0,1,0
15513,software,0,1,0,1,OH,0,1,0
15514,hardware,0,0,0,1,VA,0,1,0
15515,semiconductor,0,0,0,1,CA,0,1,0
15516,software,0,0,0,1,NY,0,0,0
15522,web,0,0,3,1,MN,0,1,0
15524,consulting,0,1,0,1,CA,0,1,0
15526,web,0,1,0,1,CA,1,1,0
15529,misc,0,0,0,1,DC,0,1,0
15532,software,350,1,0,1,AZ,0,1,0
15533,mobile,600,0,14,28,CA,0,1,341
15535,software,0,0,0,8,MA,0,1,28.6
15543,misc,0,1,0,1,FL,0,1,0
15544,software,176,0,0,1,NY,0,0,0
15545,web,4,0,0,1,DC,1,1,0
15547,software,80,0,2,1,NY,1,1,0
15548,misc,10,0,0,1,CO,0,1,0
15551,enterprise,0,0,4,1,NY,1,1,0
15556,mobile,45,0,0,1,CA,1,1,0
15557,design,1,0,0,1,WA,1,1,0
15560,misc,0,1,0,1,NY,1,1,0
15562,software,60,0,2,1,CA,1,1,0
15563,software,10,0,0,2,PA,0,1,11
15567,other,10,0,2,1,IN,1,1,1.02
15572,manufacturing,0,0,0,13,AZ,0,1,41.8
15575,ecommerce,0,1,4,7,CA,1,1,1.82
15580,other,0,0,0,1,CT,0,1,0
15581,consulting,0,0,0,1,CA,0,1,0
15587,misc,0,0,0,1,TX,0,1,0
15591,network_hosting,13,1,0,1,CA,0,1,0
15595,advertising,40,0,0,1,CA,0,1,0
15596,advertising,10,0,0,1,CA,0,1,0
15598,cleantech,35,0,2,1,CO,0,1,17
15606,mobile,0,0,0,12,TX,1,1,25
15607,network_hosting,0,0,0,3,CA,0,1,7.5
15621,software,0,1,0,1,GA,0,1,0
15632,news,3,0,0,3,OH,0,1,0.31
15634,enterprise,0,0,0,4,TN,0,1,16
15635,messaging,0,0,0,12,CA,1,1,41.4
15637,software,1,0,8,1,MO,0,1,0
15645,biotech,0,1,0,1,CA,0,1,0
15646,hardware,0,0,0,1,MA,0,1,0
15650,health,0,0,0,7,MN,1,1,39.2
15660,network_hosting,0,0,0,7,NH,0,1,45.4
15664,cleantech,200,1,0,9,CA,1,1,68.8
15665,software,80,1,0,8,NJ,0,1,27
15666,other,100,0,0,6,NY,0,1,31.5
15667,mobile,200,1,0,10,CA,0,1,28
15668,web,0,0,0,1,WA,0,1,0
15669,software,0,1,0,3,MA,1,1,7
15671,public_relations,4,0,0,1,MA,0,1,0
15672,public_relations,20,0,0,1,NY,1,1,0
15673,network_hosting,0,0,0,12,CA,1,1,41
15674,games_video,0,1,0,1,CA,0,1,0
15675,enterprise,0,0,0,15,CA,0,1,60.9
15676,software,0,0,0,1,OR,0,1,0
15678,web,0,0,0,21,MA,1,1,5.46
15679,security,80,1,0,1,NY,1,1,0
15680,ecommerce,0,0,0,1,OR,0,1,0
15682,other,4,0,0,1,NY,1,1,0
15685,enterprise,0,0,0,10,TX,0,1,42.8
15686,ecommerce,0,1,0,3,MA,0,1,17
15689,security,0,0,0,2,TX,1,1,9.3
15692,mobile,8,1,0,1,CA,1,1,3
15695,games_video,5,0,0,1,CA,1,1,0
15696,software,0,0,7,1,NY,1,1,0
15697,software,35,0,2,1,NY,1,1,0
15699,web,30,0,0,1,NJ,1,1,0
15700,network_hosting,11,0,0,1,FL,0,1,0
15701,web,1,0,0,1,IL,0,1,0
15702,mobile,4,1,0,1,WA,1,1,0
15703,network_hosting,40,0,0,1,CA,0,1,0
15704,other,0,0,0,1,NY,0,1,0
15705,cleantech,17,0,0,5,FL,0,1,18.7
15710,fashion,200,1,2,3,CA,0,1,41
15713,messaging,20,0,4,4,WA,0,1,7.5
15715,other,2,0,0,1,CO,1,1,0
15716,misc,0,0,0,1,CA,0,1,0
15720,biotech,0,0,0,4,CA,0,1,0.5
15721,biotech,0,1,0,1,WA,0,1,0
15723,security,0,0,0,5,NH,1,1,13
15726,biotech,0,1,0,1,MN,0,1,0
15727,mobile,0,0,0,16,MA,0,1,70.2
15728,biotech,0,1,0,1,IL,0,1,0
15735,software,200,0,0,10,SC,1,1,20.6
15740,mobile,70,1,0,4,CA,0,1,10.9
15742,nanotech,21,0,0,24,MA,0,1,78
15744,misc,0,0,0,1,AZ,1,1,0
15747,enterprise,38,1,4,16,TX,0,1,19
15748,software,190,0,0,5,VA,1,1,34
15749,consulting,30,0,0,1,SC,0,1,0
15750,software,0,0,0,1,NY,0,1,0
15753,other,0,0,0,1,NC,1,1,0
15758,games_video,0,1,0,8,CA,0,1,76
15760,mobile,14,0,7,1,OR,0,1,0
15762,hardware,50,1,0,7,CA,1,1,20.8
15763,software,0,0,0,5,IL,0,1,19.2
15764,finance,0,1,0,13,NY,0,1,55.4
15766,advertising,25,1,0,26,CA,1,1,9.81
15770,ecommerce,0,0,0,1,TX,1,1,0
15772,games_video,0,0,0,1,FL,0,1,0
15773,network_hosting,12,0,0,1,CA,0,1,0
15775,search,10,0,0,1,FL,0,1,0
15776,other,6,0,0,1,FL,0,1,0
15777,web,0,0,3,1,NY,1,1,2.2
15783,advertising,0,0,3,1,CO,0,1,0
15787,other,800,0,0,1,NY,0,1,0
15788,software,6,0,0,1,WA,0,1,0
15789,web,0,0,0,1,CA,1,1,0
15792,enterprise,0,1,0,1,KS,0,1,0
15794,network_hosting,10,0,0,1,CA,1,1,0
15801,cleantech,500,0,0,1,MA,1,1,0
15803,finance,100,0,0,4,CA,0,1,89.5
15808,hardware,5,0,0,1,FL,0,1,0
15811,misc,0,0,0,1,KY,0,0,0
15812,web,0,0,0,1,CA,0,1,0
15813,misc,0,0,0,1,CA,0,1,0
15814,misc,20,0,0,1,CA,0,1,0
15815,web,5,0,0,1,MO,0,1,0
15816,web,12,0,0,1,CO,1,1,0
15817,ecommerce,10,0,0,1,CA,0,1,3.4
15819,mobile,0,1,0,3,CA,0,1,6
15820,web,3,0,0,1,CA,1,1,0
15825,software,20,0,0,1,NY,1,1,0
15828,mobile,1,1,2,1,CA,0,1,0
15830,web,5,0,0,1,NY,1,1,0
15831,cleantech,0,0,0,15,CA,0,1,79.8
15832,software,2,0,0,1,OR,1,1,0
15833,enterprise,0,0,0,10,CA,1,1,42.2
15835,manufacturing,0,0,0,6,TX,0,1,5.6
15837,software,0,0,0,3,NJ,0,1,5.5
15844,mobile,0,0,0,6,VA,0,1,26
15845,semiconductor,0,0,0,4,CA,0,1,20
15847,semiconductor,0,0,2,1,OR,0,1,7
15848,software,0,1,0,1,VA,0,1,6
15856,other,3,0,0,1,FL,0,1,0
15860,web,300,0,3,1,GA,1,1,0
15865,cleantech,0,0,0,12,CA,0,1,25.9
15866,advertising,0,0,6,9,NY,1,1,49.5
15867,misc,0,0,0,1,CA,0,1,0
15870,advertising,137,0,0,14,MD,1,1,240
15871,other,0,0,0,1,OH,0,1,0
15873,hardware,0,0,0,15,TX,0,1,54.4
15875,public_relations,0,0,0,1,CO,0,1,0
15876,other,100,0,0,1,CA,0,1,0
15877,software,100,0,0,1,CA,1,1,0
15886,misc,0,0,0,1,MA,0,1,0
15888,network_hosting,10,0,0,1,NY,1,1,0
15889,hardware,0,0,0,4,OR,0,1,5.72
15891,software,0,0,0,1,CA,0,1,4
15892,software,510,0,0,1,CA,1,1,4
15894,software,0,0,0,2,NY,0,1,5
15895,consulting,0,0,0,1,CA,1,1,0
15896,web,1,0,12,1,FL,1,1,0
15897,biotech,0,0,0,7,CA,0,1,8
15899,games_video,0,0,0,12,NY,1,1,2.35
15901,games_video,0,0,0,1,PA,0,1,4
15904,software,0,0,0,1,CA,0,1,3.8
15907,consulting,2,0,0,1,AL,1,1,0
15911,web,3,0,8,1,VA,1,1,0.02
15912,advertising,0,1,0,1,IL,0,1,0
15913,public_relations,0,0,3,1,CA,1,1,0
15914,biotech,0,0,0,1,CA,0,1,175
15918,web,100,0,0,1,MD,0,1,0
15920,software,50,0,0,1,TX,1,1,0
15921,network_hosting,0,0,0,1,MN,0,1,0
15925,hardware,17,1,4,13,CA,1,1,3.72
15928,search,2,0,0,1,CA,0,1,0
15930,public_relations,15,0,2,1,FL,0,1,0.275
15940,analytics,40,0,0,12,CA,1,1,26.3
15941,consulting,2,0,0,1,GA,1,1,0
15942,ecommerce,65,0,0,2,FL,1,1,3.5
15943,software,10,0,0,1,TX,1,1,0
15945,games_video,25,0,0,1,NY,0,1,6
15946,games_video,75,0,0,1,NY,1,1,0
15949,games_video,0,0,0,1,CA,0,1,0
15951,network_hosting,5,0,0,2,NH,1,1,0.6
15954,other,13,0,0,1,CA,0,1,0
15956,advertising,7,1,0,1,CA,1,1,0
15959,enterprise,0,0,0,1,GA,0,1,0
15961,consulting,162,0,3,1,TX,0,1,0
15962,web,5,0,0,1,NJ,1,1,0
15965,enterprise,2,0,3,1,CA,0,1,0
15967,software,0,0,0,1,CA,0,1,3
15969,software,0,0,14,17,MA,1,1,17.5
15972,software,0,0,0,6,MD,1,1,11.8
15973,software,0,1,0,4,NC,0,1,6.88
15974,hardware,0,0,0,13,CA,0,1,6.5
15977,software,12,0,3,5,PA,0,1,1.8
15986,cleantech,0,0,0,3,CA,1,1,7
15989,mobile,15,0,0,6,WA,0,1,6.9
15990,hardware,0,0,0,1,CA,0,1,2
15993,consulting,51,0,0,1,CA,1,1,0
15997,software,200,0,0,1,CA,1,1,0
15998,other,0,0,0,1,WA,1,1,0
15999,security,0,0,0,2,MA,0,1,9.1
16004,web,0,0,0,1,FL,1,1,0
16005,other,3,0,0,1,MD,1,1,0
16006,software,0,0,0,1,TN,1,1,0
16008,software,9,0,0,1,MI,0,1,0
16012,software,75,0,0,4,MA,0,1,23.3
16014,web,0,0,0,4,CA,1,1,8.66
16020,other,14,0,0,1,IA,0,1,0
16021,other,2,0,3,1,VA,0,1,0
16024,medical,0,1,0,3,MA,0,1,14.7
16025,biotech,16,0,0,10,CA,0,1,61
16029,network_hosting,25,0,0,1,CA,0,1,0
16040,misc,3,0,0,1,NY,0,1,0
16042,software,45,0,0,1,MO,1,1,0
16045,advertising,15,0,0,1,NY,0,1,0
16046,enterprise,55,0,0,1,CA,1,1,0
16048,misc,0,0,0,1,NC,0,1,0
16049,other,50,0,0,1,NJ,1,1,0
16059,consulting,1,0,0,1,PA,0,1,0
16060,software,10,1,0,7,MA,0,1,2.03
16061,enterprise,21,0,4,2,CA,1,1,4.33
16062,network_hosting,14,0,0,1,NC,1,1,0
16067,analytics,0,0,0,2,CA,1,1,21.7
16073,software,0,0,0,1,CO,0,1,1.6
16077,web,4,0,3,1,WA,1,1,0
16078,biotech,0,0,0,26,MA,0,1,99.5
16089,biotech,0,0,0,1,CO,0,1,0
16100,other,0,0,0,1,CA,0,1,0
16101,other,0,0,0,1,CA,0,1,0
16102,web,541,0,0,1,CA,0,1,0
16103,biotech,0,0,0,1,CA,0,1,0
16104,misc,14,0,0,1,MO,0,1,0
16105,analytics,45,1,3,14,CA,1,1,35.2
16106,advertising,60,0,3,1,UT,1,1,0
16108,biotech,0,0,0,3,WV,0,1,0.485
16114,web,1,0,0,1,FL,1,1,0
16116,software,0,0,0,2,RI,0,1,1.17
16120,biotech,0,0,0,14,CA,0,1,117
16123,software,0,1,0,1,NY,0,1,0
16124,software,0,1,0,4,OR,0,0,10
16125,software,220,0,0,1,MA,0,0,0
16126,software,0,0,0,1,CA,1,1,0
16129,biotech,0,0,0,9,MI,0,1,12.1
16134,web,4,0,0,1,NJ,0,0,0
16143,software,0,0,0,1,CA,0,1,1.08
16144,security,25,0,0,6,NY,0,1,11
16145,web,1,0,0,1,NY,0,1,0
16148,public_relations,120,0,0,1,AL,1,1,13.8
16149,software,17,0,0,1,CA,1,1,0
16150,software,0,0,0,1,TN,0,1,1.04
16156,ecommerce,85,0,0,1,NC,1,1,1
16162,games_video,40,0,0,1,NY,1,1,0
16166,mobile,0,1,0,4,CA,1,1,0.75
16167,software,40,0,2,13,PA,1,1,2.98
16169,advertising,4,0,0,1,GA,0,1,0
16172,other,0,0,0,1,CT,0,1,0
16176,public_relations,0,0,0,1,OH,0,1,0.4
16179,analytics,34,1,0,4,NY,0,1,3.37
16180,games_video,0,0,0,10,CA,0,1,30.3
16191,other,0,0,0,1,MA,0,1,0
16192,network_hosting,0,0,0,1,NY,0,1,0.982
16197,web,10,0,5,1,MA,1,1,0
16203,nanotech,0,0,0,6,MD,1,1,17.5
16206,misc,0,0,0,1,WA,0,1,0
16214,software,0,1,0,1,MA,0,0,0
16215,transportation,0,1,0,7,GA,0,1,60.7
16222,mobile,0,0,0,1,MI,0,0,0.01
16223,hardware,0,0,0,1,FL,0,1,0
16224,mobile,0,0,0,1,CA,1,1,0
16226,web,2,0,0,1,OR,1,1,0.005
16227,medical,0,0,0,4,MI,0,1,12.3
16228,social,5,0,0,12,CA,0,1,1.2
16229,games_video,0,0,0,1,CA,1,1,0
16231,mobile,40,0,10,27,CA,1,1,26.1
16236,software,0,0,3,1,CA,1,1,0
16237,semiconductor,0,0,0,5,CO,0,1,21
16238,cleantech,0,0,0,4,CA,0,1,3.8
16239,web,7,0,0,1,TX,1,1,0
16241,ecommerce,0,1,0,1,NJ,0,1,0
16244,consulting,0,0,0,1,MA,0,1,0
16245,consulting,0,0,0,1,MA,0,1,0
16247,software,0,0,0,1,SC,0,1,0.12
16249,enterprise,7,0,0,1,CA,1,1,0
16251,web,0,0,0,1,PA,0,0,0
16254,other,5,0,0,1,CA,0,1,0
16258,software,0,0,2,3,CA,1,1,10
16259,hardware,0,0,0,7,MA,0,1,9.91
16260,hardware,0,0,0,1,MA,0,1,0
16261,software,5,0,0,1,IL,0,1,0
16265,web,5,0,0,2,TX,0,1,0.059
16270,ecommerce,2,0,0,1,AZ,1,1,0
16271,web,0,0,0,1,MA,0,1,0
16272,enterprise,0,0,0,1,VA,0,1,0.1
16273,design,0,0,6,18,NY,1,1,10
16275,software,0,0,0,1,MD,0,1,0.05
16277,web,1,0,3,1,MI,1,1,0
16281,consulting,1,0,0,1,NJ,1,1,0
16282,enterprise,16,0,2,10,CA,1,1,6.79
16284,web,8,0,0,1,CA,0,1,0.65
16285,misc,0,0,0,1,CA,0,1,0
16286,network_hosting,40,0,5,3,CA,1,1,3.42
16289,other,5,0,0,1,CA,1,1,0
16290,enterprise,60,1,0,10,CA,0,1,45
16291,consulting,15,0,0,1,CO,1,1,0
16293,network_hosting,0,0,0,2,TX,0,1,200
16296,web,3,0,0,1,CA,0,1,0
16299,consulting,0,0,0,1,CA,0,1,0
16303,cleantech,0,0,0,1,MD,0,1,19.5
16304,ecommerce,120,0,2,20,NY,1,1,175
16305,network_hosting,18,0,0,1,OH,0,1,0
16307,cleantech,0,1,0,2,CA,0,1,18
16308,web,1,0,0,1,IL,1,1,0
16313,cleantech,0,1,0,19,MD,1,1,641
16314,mobile,0,0,0,4,CA,1,1,11.5
16316,cleantech,0,0,0,3,CA,0,1,89
16318,consulting,47,0,0,1,TN,1,1,0
16322,consulting,1,0,0,1,PA,1,1,0
16324,other,0,1,0,1,UT,0,1,0
16331,software,100,0,4,1,CA,1,1,1
16332,web,5,0,0,1,NY,1,1,0
16333,advertising,20,0,0,2,NY,1,1,0
16334,misc,0,0,0,2,CA,1,1,4.6
16339,consulting,100,0,0,1,NC,0,1,0
16341,biotech,0,1,0,1,WA,0,1,0
16343,software,3,0,0,1,FL,0,1,0
16345,other,0,0,0,1,NY,1,1,0
16346,misc,0,0,0,1,CA,0,1,0
16349,enterprise,25,0,0,11,UT,1,1,6.44
16350,misc,0,1,0,1,OH,0,0,0
16351,software,0,1,0,1,TX,0,1,6
16352,software,75,0,0,13,CA,1,1,25.6
16353,advertising,5,0,0,1,CA,1,1,0
16354,consulting,16,0,0,1,CO,1,1,0
16355,security,0,0,0,1,CA,0,1,0
16357,analytics,80,0,0,1,IL,0,1,15
16358,cleantech,0,0,0,14,MA,0,1,67.4
16359,cleantech,180,0,0,15,CA,1,1,337
16363,cleantech,0,0,0,1,NY,0,1,8
16364,cleantech,0,1,0,2,TX,0,1,8
16365,advertising,0,0,0,7,CA,1,1,10.8
16371,biotech,0,0,0,22,CA,0,1,98.4
16378,misc,0,0,0,1,CA,0,1,0
16380,other,5,0,0,1,FL,1,1,0
16381,games_video,25,0,0,3,NY,1,1,11.4
16383,advertising,20,0,0,3,MA,0,1,9
16384,public_relations,4,0,0,1,CA,1,1,0
16385,other,0,0,0,1,PA,0,1,0
16397,consulting,6,0,0,1,CA,0,1,0
16398,biotech,0,0,0,3,CA,0,1,37
16399,biotech,0,0,0,15,VA,0,1,513
16400,games_video,47,1,0,12,NY,1,1,27.3
16403,cleantech,0,0,0,1,TX,0,1,6.8
16404,cleantech,0,0,0,1,CA,0,1,6.5
16405,web,2,0,2,1,NC,1,1,0
16406,cleantech,0,0,0,3,TX,0,1,6
16407,automotive,0,0,0,10,CA,0,1,57.7
16408,cleantech,0,0,0,2,NM,0,1,5
16409,cleantech,0,0,0,13,WA,0,1,29
16410,biotech,0,0,0,8,MA,0,1,28
16411,biotech,0,0,0,11,MI,0,1,55.8
16432,software,24,0,0,1,NY,0,1,0
16437,games_video,3,0,0,1,MO,0,1,0
16439,software,0,1,0,1,CA,1,1,0
16445,web,0,0,0,1,CA,1,1,0
16448,other,15,0,0,1,TX,0,1,0
16452,advertising,12,0,0,5,CA,0,1,20.6
16453,cleantech,0,0,0,1,NH,0,1,4.03
16454,cleantech,0,0,0,5,CA,0,1,13.7
16455,cleantech,0,0,0,4,MA,0,1,29
16456,cleantech,0,0,0,5,OH,0,1,7.1
16457,other,250,0,0,1,DE,1,1,0
16459,web,0,0,0,1,TX,0,0,0
16462,advertising,42,0,0,11,CA,0,1,27.5
16467,biotech,0,0,0,6,CA,0,1,22.2
16469,biotech,0,1,0,10,NC,0,1,29.1
16471,biotech,0,0,0,1,NJ,0,1,14
16472,biotech,0,1,0,6,CA,0,1,31
16474,biotech,0,0,0,10,CA,0,1,196
16475,biotech,0,0,0,4,NY,0,1,15.1
16481,web,0,0,7,3,CA,1,1,6.25
16482,consulting,0,0,0,1,NY,0,1,0
16483,games_video,0,0,0,4,NY,0,1,9
16484,software,30,0,0,1,MD,1,1,0
16485,other,0,0,0,1,CA,0,1,0
16486,software,0,0,0,1,CA,0,1,0
16490,web,2,0,0,1,PA,0,1,0
16491,web,0,0,0,1,NY,0,1,0
16493,ecommerce,34,0,0,3,MA,1,1,6.7
16495,other,496,0,0,1,CA,0,0,0
16500,cleantech,0,0,0,1,PA,0,1,29
16501,cleantech,0,0,0,5,CO,0,1,186
16502,cleantech,0,0,0,1,IN,0,1,100
16504,cleantech,0,0,0,1,KS,0,1,3.75
16507,cleantech,0,0,0,4,MA,0,1,3.16
16509,cleantech,0,0,0,1,PA,0,1,53
16510,ecommerce,50,0,0,1,CA,1,1,0
16514,biotech,0,0,0,6,CA,0,1,27
16516,biotech,0,1,0,3,CA,0,1,15.6
16517,biotech,0,0,0,8,CA,0,1,43.5
16518,biotech,15,0,0,9,MD,0,1,18.4
16522,software,0,0,0,1,CA,0,1,0
16523,misc,0,0,0,1,CA,0,1,0
16525,cleantech,214,1,0,1,NV,0,1,5
16536,search,2,0,0,1,FL,0,1,0
16539,cleantech,0,0,0,1,CA,0,1,41.5
16540,other,100,0,0,28,CA,0,1,83.7
16547,enterprise,40,0,0,6,CA,1,1,14
16550,ecommerce,10,0,0,1,CO,1,1,0
16552,web,9,0,0,2,CA,1,1,0.6
16555,software,0,0,0,1,MA,1,1,0
16557,cleantech,0,0,0,1,CO,0,1,2.3
16558,biotech,0,0,0,9,TX,0,1,15.1
16559,cleantech,0,0,0,3,NC,0,1,13.4
16560,cleantech,0,1,0,4,GA,1,1,15.7
16563,biotech,0,0,0,11,CO,0,1,38
16565,biotech,0,0,0,8,CA,0,1,24.3
16567,medical,0,0,0,15,CA,0,1,86.2
16569,biotech,0,0,0,1,CA,0,1,3
16570,hardware,25,0,0,3,PA,0,1,11
16571,finance,0,1,0,6,FL,0,1,8.35
16572,consulting,15,1,4,1,NY,0,1,0
16575,cleantech,0,0,0,4,MA,0,1,1.5
16578,software,180,0,0,1,MA,1,1,0
16582,security,250,0,0,1,CA,0,1,0
16584,other,12,0,0,1,MD,0,1,0
16585,ecommerce,2,0,0,1,NY,0,1,0
16586,other,3,0,0,1,CA,1,1,0
16588,advertising,0,0,0,1,CA,1,1,0.825
16590,web,3,0,0,1,NY,0,1,0.5
16591,misc,0,0,0,1,NY,1,1,0
16594,other,17,0,0,1,FL,0,1,0
16595,games_video,0,0,0,1,NC,0,1,0
16600,games_video,3,0,0,1,CA,0,1,0
16601,enterprise,0,0,0,1,CA,0,1,0
16606,mobile,165,0,0,19,OR,1,1,46.6
16609,cleantech,0,1,0,8,CA,0,1,253
16610,cleantech,0,0,0,3,MA,0,1,7.45
16614,cleantech,0,0,0,2,NM,0,1,12.9
16615,cleantech,0,0,0,1,CA,0,1,2.5
16616,biotech,0,0,0,3,PA,0,1,0.611
16620,manufacturing,0,0,0,10,CA,0,1,58.6
16638,misc,0,0,0,1,CA,1,1,0
