Document Index (generated),Category Code,Number Of Employees,Acquired,Competitors,No of Investors,State Code,Blog Url,Homepage Url,Money
5012,hardware,6,0,2,1,CA,0,1,0
5015,ecommerce,0,0,3,1,MI,0,1,0
5017,mobile,350,0,6,1,TX,0,1,0
5021,consulting,15,0,0,1,NC,0,1,0
5023,other,9,0,3,1,MD,0,1,0
5026,mobile,0,1,0,1,MA,1,1,0
5030,software,0,1,0,4,CA,0,1,16
5034,games_video,12,0,3,1,NY,0,1,0
5037,news,0,0,0,1,DC,0,1,0
5038,enterprise,4,0,0,1,ND,1,1,0.57
5050,advertising,60,0,4,8,NY,1,1,28.4
5055,network_hosting,5,0,0,1,CA,1,1,0
5058,web,0,0,10,31,NY,1,1,31.4
5059,other,2,0,0,1,CO,1,1,0
5064,games_video,0,0,0,1,CA,0,1,3.2
5066,games_video,0,0,0,1,CA,0,1,1
5068,ecommerce,125,0,4,1,NC,1,1,0
5073,mobile,1,0,0,1,CA,1,1,0
5074,enterprise,0,0,0,6,CA,0,1,22.2
5078,misc,0,0,0,1,NY,1,1,0
5079,enterprise,0,1,0,1,NH,0,1,0
5080,enterprise,0,1,0,11,CO,1,1,25
5081,software,0,1,0,1,MN,0,1,0
5082,hardware,50,0,3,1,CA,0,1,0
5084,games_video,0,0,0,1,FL,0,1,0
5086,software,20,0,0,1,TX,0,1,0
5087,hardware,0,0,0,1,NM,0,1,5.2
5089,other,0,0,0,1,CA,1,1,0
5090,software,0,0,0,12,NY,1,1,26.2
5092,software,99,0,0,1,NY,0,1,0
5093,games_video,0,1,0,1,NJ,0,1,0
5094,web,0,1,0,1,CA,1,1,0
5095,enterprise,0,1,0,1,CA,0,1,0
5096,network_hosting,50,1,0,3,CA,1,1,20
5102,misc,0,0,0,1,CA,0,0,0
5107,mobile,0,0,0,1,CA,1,1,0
5108,software,2,0,0,1,WA,0,1,0
5109,software,0,0,0,1,AZ,1,1,0
5113,web,0,1,3,1,WA,1,1,0
5116,software,0,0,0,1,NC,0,1,0
5118,games_video,4,0,0,1,FL,1,1,0
5119,consulting,0,0,0,1,VA,0,1,0
5120,software,0,1,0,1,VA,0,1,0
5123,other,24,0,0,1,AZ,0,1,0
5128,network_hosting,0,0,2,8,NJ,1,1,487
5133,software,0,1,3,7,CA,1,1,11.3
5136,network_hosting,0,0,0,1,WA,1,1,0
5139,network_hosting,10,1,0,3,MA,0,1,9
5141,ecommerce,0,1,0,5,CA,1,1,0
5151,web,0,0,5,3,CA,1,1,8
5166,web,5,0,0,1,CA,0,1,0
5168,misc,0,0,0,1,MA,0,0,0
5169,mobile,4,0,0,1,CA,1,1,0
5170,games_video,8,1,0,1,NY,1,1,0
5171,games_video,0,0,0,3,CA,1,1,8
5175,network_hosting,2,0,7,1,CA,0,1,0
5178,web,0,0,0,1,FL,0,1,0
5179,consulting,4,0,0,1,WA,0,1,0
5180,other,1,0,0,1,CA,1,1,0
5181,software,0,0,0,1,IL,0,1,0
5182,other,6,0,0,1,NY,0,1,0
5193,games_video,4,0,0,1,NC,1,1,0
5195,games_video,8,0,0,1,CA,1,1,0
5199,software,3,0,0,1,GA,1,1,0
5212,other,4,0,0,1,CA,1,1,0
5213,games_video,1,0,16,1,RI,0,1,0
5214,software,6,0,0,3,HI,1,1,6.01
5217,software,400,0,11,15,CA,1,1,85.5
5218,web,0,0,2,1,CA,1,1,0
5220,advertising,250,1,0,1,IL,1,1,0
5221,hardware,0,0,0,9,CA,0,1,40
5224,games_video,0,0,0,1,WA,0,1,0
5225,web,0,0,0,1,CA,0,1,0
5226,software,300,1,0,10,CA,0,1,35
5228,web,0,0,0,9,MA,1,1,13.1
5229,web,0,0,0,1,NY,0,1,0
5231,other,1,0,0,1,FL,1,1,0
5232,analytics,30,1,0,3,CA,1,1,3
5233,social,25,0,0,1,FL,0,1,0
5237,biotech,0,0,0,1,CA,0,1,0
5238,web,0,0,0,1,CA,1,1,0
5240,software,0,0,0,1,MA,1,1,0
5241,web,3,0,0,1,CA,0,1,0
5243,software,0,0,0,1,CA,0,1,0
5248,search,0,0,3,1,NM,1,1,0
5249,consulting,0,0,0,1,NY,0,1,0
5250,consulting,0,0,0,1,NY,0,1,0
5258,misc,0,0,0,1,NC,0,1,0
5259,health,0,0,0,1,CA,0,1,1
5261,software,0,0,0,1,CO,0,1,0
5262,web,6,0,0,1,TX,1,1,0
5264,web,3,0,9,1,IN,1,1,0
5266,network_hosting,0,0,0,1,TX,0,1,0
5268,misc,0,0,0,1,FL,0,1,0
5270,software,31,0,6,1,TX,1,1,0
5276,software,0,0,0,3,RI,0,1,10
5278,software,0,0,0,1,IL,0,1,2.43
5279,other,40,0,0,1,TX,1,1,0
5281,search,0,0,0,1,VA,1,1,0
5283,public_relations,10,0,0,1,CA,1,1,0
5285,consulting,0,0,0,1,CA,0,1,0
5289,enterprise,0,0,5,5,TX,1,1,10.5
5290,software,0,0,0,1,MI,0,0,0
5291,mobile,0,1,0,28,WA,0,1,123
5292,web,5,0,0,1,TN,1,1,0
5300,software,75,0,2,4,WA,0,1,20.5
5303,other,50,0,0,1,VA,1,1,0
5304,software,12,0,0,2,CA,1,1,0
5306,enterprise,12,0,5,3,TN,1,1,3.61
5307,software,3,0,0,1,CA,1,1,0
5312,consulting,0,0,0,1,LA,1,1,0
5321,consulting,0,0,0,1,IL,0,1,0
5323,consulting,145,0,0,1,MA,1,1,0
5326,software,6,0,0,1,GA,1,1,0
5327,enterprise,11,0,0,1,NH,1,1,0
5328,enterprise,20,0,0,1,TX,0,1,0
5331,web,0,1,0,1,CA,0,1,0
5332,consulting,1,0,0,1,CA,1,1,0
5333,web,0,1,0,1,CA,0,1,0
5334,web,0,0,0,1,KY,1,1,0
5335,other,0,0,0,1,VA,0,1,0
5336,consulting,0,0,9,1,NY,1,1,0
5338,health,0,0,2,1,NJ,0,1,0.8
5340,consulting,10,0,0,1,MA,1,1,0
5341,web,0,0,0,1,CA,0,1,0
5342,software,100,0,0,2,MD,0,1,38
5345,web,0,0,0,6,CA,1,1,15.5
5346,public_relations,5,0,0,1,CA,1,1,0
5347,advertising,0,0,0,1,AR,1,1,0
5350,public_relations,0,0,0,1,DC,0,1,0
5351,software,1,0,0,1,OK,1,1,0
5353,consulting,3,0,0,1,IA,1,1,0
5355,consulting,0,0,0,1,CA,1,1,0
5359,software,30,0,0,1,CA,1,1,0
5361,advertising,10,0,0,4,CA,0,1,7.48
5366,software,0,0,0,1,NY,0,1,0
5368,web,0,0,0,1,OR,1,1,0
5370,advertising,30,0,0,2,NY,1,1,7
5374,games_video,6,0,6,1,CA,1,1,0.5
5382,web,25,0,0,1,IL,1,1,0
5384,advertising,3,0,0,1,IL,1,1,0
5385,advertising,5,0,0,1,WA,1,1,0
5387,software,0,0,2,1,CA,0,1,0
5388,software,600,0,0,1,PA,0,1,0
5391,advertising,7,0,0,1,NC,1,1,0
5392,social,40,0,0,12,NY,0,1,29.5
5394,public_relations,1,0,3,1,PA,1,1,0
5395,web,0,0,0,1,MA,1,1,0
5397,web,15,0,0,1,NJ,0,1,0
5398,advertising,0,0,0,1,CA,0,1,0.12
5400,software,0,0,8,1,CO,1,1,25
5403,web,0,1,0,1,IL,1,1,0
5404,web,0,0,0,1,IL,0,1,0
5406,games_video,15,0,0,2,MA,0,1,22.4
5407,games_video,0,0,0,2,CA,1,1,1.71
5409,other,130,0,0,1,IL,1,1,0
5411,network_hosting,0,0,0,1,IL,1,1,27.5
5412,misc,0,1,0,1,VT,0,1,0
5413,software,0,0,0,5,MA,0,1,42.2
5414,software,17,0,0,1,VA,1,1,1
5415,software,8,0,0,1,NM,1,1,0
5421,software,25,0,4,1,CA,1,1,0
5422,security,12,0,0,1,MD,1,1,0
5424,web,2,0,0,1,IL,0,1,0
5427,mobile,0,1,0,4,CA,0,1,30
5428,public_relations,5,0,0,1,MA,1,1,0
5430,network_hosting,0,1,0,1,WA,1,1,6
5431,consulting,6,0,0,1,KY,0,1,0
5432,software,600,0,7,2,PA,1,1,12.5
5433,software,130,0,0,5,IL,1,1,44
5435,software,3,0,0,1,MA,1,1,0
5438,software,1,0,0,1,TX,0,1,0
5439,advertising,0,1,6,5,CA,0,1,91
5442,web,5,0,0,1,NJ,1,1,0
5449,misc,0,0,0,1,OH,1,1,0
5452,software,0,0,0,1,IL,0,1,0
5455,games_video,0,1,0,1,NY,1,1,0
5459,other,0,0,0,1,UT,0,1,0
5461,web,0,0,0,1,WA,1,1,0
5467,ecommerce,0,0,10,25,DC,0,1,935
5469,misc,0,0,0,1,CT,0,0,0
5474,software,0,0,0,1,NJ,0,1,0
5476,cleantech,39,0,0,1,CA,0,1,5
5479,ecommerce,115,0,0,13,CA,1,1,52.7
5480,advertising,9,0,0,1,CT,0,1,0.25
5489,network_hosting,0,0,0,1,MO,1,1,0
5491,web,12,0,0,1,KY,1,1,0
5492,enterprise,500,0,0,9,CA,1,1,80.7
5493,web,0,0,0,1,CA,0,1,0
5494,web,0,0,0,4,MA,1,1,9.9
5495,public_relations,4,0,0,1,LA,1,1,0.025
5496,misc,0,0,0,1,CA,1,1,0
5497,misc,0,0,0,1,CA,0,1,0
5499,analytics,80,0,2,13,CA,1,1,17.5
5501,ecommerce,20,0,0,12,NY,1,1,48.5
5503,enterprise,28,0,0,1,CA,1,1,0
5509,other,2,0,0,1,OH,1,1,0
5511,other,7,0,0,1,IL,1,1,0
5513,software,30,0,4,1,WA,1,1,0
5514,web,4,0,0,4,NY,1,1,0.27
5517,ecommerce,6,0,0,1,CA,0,1,0
5519,network_hosting,7,0,0,1,FL,0,1,0
5520,web,0,0,2,1,FL,0,1,0
5521,public_relations,15,0,5,1,NM,1,1,0
5526,network_hosting,0,0,0,1,CA,0,1,300
5527,software,0,1,0,1,CA,0,1,0
5530,software,2,0,0,1,CA,1,1,0
5531,education,0,1,0,1,CA,0,1,0
5534,software,110,0,0,1,CA,1,1,0
5537,advertising,0,1,0,11,CA,1,1,24
5538,software,30,0,3,1,CA,1,1,0.125
5539,search,0,0,0,1,TX,0,1,0
5544,software,110,0,0,1,NY,0,1,0
5547,enterprise,0,0,0,1,IL,0,1,0
5551,web,10,0,0,1,NY,1,1,0
5554,mobile,0,0,3,1,WA,0,1,0
5556,hardware,0,0,2,10,CA,0,1,36.5
5557,search,0,0,0,1,CA,0,1,0
5558,public_relations,10,0,2,1,PA,1,1,0
5560,software,150,1,0,16,CA,1,1,24.8
5563,ecommerce,0,0,0,1,NJ,1,1,0
5566,software,0,1,0,1,CA,0,1,0
5567,software,0,1,0,1,MI,1,1,0
5568,advertising,0,0,0,1,NY,0,1,0
5569,cleantech,0,0,0,12,CA,1,1,58.4
5570,consulting,5,0,0,1,TX,0,1,0
5571,consulting,4,0,0,1,MA,1,1,0
5572,search,10,0,0,1,CA,1,1,0
5573,hardware,10,0,0,1,NY,1,1,0
5574,software,300,0,4,1,CA,0,1,0
5576,web,12,0,2,4,CA,0,1,1.25
5578,mobile,0,0,2,1,NY,0,1,0
5584,security,0,0,7,1,CA,1,1,102
5585,games_video,8,0,0,1,IL,1,1,0
5586,software,0,0,0,1,NJ,0,1,0
5587,software,0,0,0,1,MA,0,1,0
5589,software,100,0,0,24,MA,0,1,50.5
5591,biotech,0,0,0,1,CA,0,1,0
5593,web,0,0,0,1,WI,1,1,0
5595,software,50,0,0,1,MA,1,1,0
5596,software,0,0,0,1,CA,0,1,0
5597,software,0,0,0,7,CA,1,1,8.47
5599,software,45,0,0,1,CA,0,1,0
5600,web,0,0,0,1,WA,0,1,0
5601,web,3,0,0,1,PA,0,1,0
5602,news,10,1,3,2,CA,1,1,3.04
5603,network_hosting,0,1,0,9,CA,0,1,57.1
5605,web,1,0,0,1,MO,0,1,0
5606,software,97,0,0,1,CO,1,1,0
5607,consulting,2,0,0,1,PA,0,1,0
5609,web,0,0,0,1,CA,0,1,0
5618,software,0,0,0,1,VA,0,1,0
5621,biotech,9,0,0,3,KY,0,1,5.38
5622,mobile,7,0,5,1,KY,0,1,0
5623,web,120,1,4,1,NY,1,1,0
5625,other,12,0,0,1,VA,1,1,0
5626,network_hosting,0,0,0,1,WA,1,1,0
5627,software,0,0,0,1,MA,0,1,0
5630,public_relations,14,0,0,1,TX,0,1,0
5632,network_hosting,1,0,0,1,CA,0,1,0
5633,software,0,0,0,1,CA,1,1,0
5637,advertising,2,0,0,1,PA,1,1,0
5639,other,9,0,0,1,TX,0,1,0
5646,web,52,0,0,5,CA,1,1,22.8
5648,software,9,0,0,1,NY,1,1,0
5652,software,0,0,0,1,VA,1,1,0
5653,consulting,3,0,0,1,DC,0,1,0
5656,games_video,2,0,0,1,WA,1,1,0
5659,web,0,0,0,1,CA,1,1,0
5663,enterprise,10,0,0,1,NC,1,1,0
5665,software,75,0,0,1,GA,0,1,0
5666,ecommerce,4,0,2,1,VA,1,1,0
5668,web,14,0,4,1,PA,0,1,0
5670,games_video,50,0,0,8,NV,1,1,15
5673,software,6,0,0,1,WY,1,1,0.46
5674,other,0,0,0,5,CA,0,1,1
5677,mobile,0,0,0,1,CA,1,1,0
5678,mobile,5,0,0,1,TX,0,1,0
5683,search,3,0,3,1,CA,0,1,0
5684,software,0,0,0,1,NY,0,1,0
5686,enterprise,31,0,0,1,TX,1,1,0
5688,mobile,10,0,0,1,GA,0,1,0
5690,public_relations,9,0,0,1,VA,1,1,0
5691,misc,0,0,0,1,TX,0,1,0
5696,other,0,0,0,1,OR,0,1,0
5701,semiconductor,0,0,0,2,NJ,0,1,21.5
5702,games_video,0,0,0,1,CA,1,1,0
5703,misc,0,0,0,1,VA,0,1,0
5704,enterprise,5,0,0,1,VA,0,1,0
5709,enterprise,0,0,0,1,CA,1,1,0
5710,mobile,0,0,0,1,CO,0,1,0
5712,software,20,0,0,1,CA,1,1,0
5713,software,7,0,0,1,NC,0,1,0
5715,network_hosting,0,0,0,1,CA,0,1,0
5716,web,6,0,2,1,PA,1,1,0
5717,mobile,50,0,0,5,CA,0,1,0
5718,network_hosting,10,0,3,1,NV,0,1,0
5719,web,3,0,0,1,CA,1,1,0
5720,web,0,0,0,1,CA,0,1,0
5721,analytics,0,0,0,3,PA,0,1,4.73
5723,biotech,0,0,0,1,PA,0,1,0
5726,web,0,0,0,1,UT,1,1,0
5727,ecommerce,0,0,0,2,CA,0,1,4.7
5728,advertising,0,1,3,8,NY,1,1,30
5729,software,62,0,0,1,CA,1,1,0
5730,mobile,0,0,0,3,CA,1,1,14
5731,network_hosting,3,0,2,1,MA,1,1,0
5733,consulting,10,0,0,1,CA,1,1,0
5734,advertising,15,0,0,1,TX,1,1,0
5736,enterprise,23,0,2,1,CA,1,1,0
5737,software,35,0,3,1,DE,0,1,0
5740,software,100,1,0,5,CA,1,1,25
5742,search,5,0,0,1,GA,1,1,0
5744,consulting,50,0,0,1,NY,0,1,0
5747,web,10,1,0,1,NY,0,1,0
5752,web,0,0,0,1,CA,0,1,0
5753,games_video,0,0,0,4,CA,0,1,2.55
5754,software,0,0,0,1,NJ,0,1,0
5755,software,25,0,0,1,WA,1,1,0
5756,search,10,0,2,1,CA,0,1,0
5758,consulting,0,0,0,1,CO,0,1,0
5762,public_relations,9,1,0,1,WA,0,1,0
5764,web,2,0,5,2,CA,1,1,2.25
5765,mobile,0,0,0,2,CO,0,1,11.4
5767,web,0,1,2,2,CA,0,1,0.05
5769,games_video,0,0,0,6,CA,0,1,18
5773,games_video,400,0,0,3,NY,1,1,7.26
5775,travel,0,0,13,24,CA,1,1,326
5776,web,23,1,3,7,NY,1,1,19.2
5779,public_relations,5,0,0,1,MN,0,1,0
5784,games_video,150,1,0,9,CA,1,1,44.8
5786,software,0,0,0,1,NY,0,1,0
5788,enterprise,7,0,0,1,MA,0,1,0.34
5789,web,1,0,5,1,CA,1,1,0
5790,network_hosting,0,0,0,1,FL,0,1,0
5791,web,3,0,0,1,WA,0,1,0
5793,web,0,0,0,1,WA,0,1,4.1
5794,games_video,0,0,0,1,CA,0,1,1.44
5798,mobile,0,0,0,3,KY,0,1,0.87
5800,web,8,0,0,1,NV,0,1,0
5806,software,5,0,0,3,FL,1,1,5.9
5811,software,0,0,0,1,CA,0,1,0
5813,web,2,0,0,1,CA,0,1,0
5828,mobile,25,0,0,1,CA,1,1,0
5834,web,0,0,0,1,CA,0,1,0
5835,misc,0,0,0,1,NC,0,1,0
5838,web,3,0,5,1,GA,1,1,0
5839,advertising,0,0,3,20,NY,1,1,141
5840,advertising,10,1,0,1,DC,1,1,0
5842,enterprise,100,1,0,1,NY,0,1,11.5
5843,software,0,1,0,1,IL,0,1,0
5845,software,7,1,0,1,MA,1,1,0
5848,software,40,0,6,1,CO,1,1,0
5849,ecommerce,0,1,0,1,MO,0,1,0
5850,enterprise,60,0,0,5,MA,0,1,41
5851,software,1,0,2,1,CA,1,1,0
5853,misc,70,0,0,1,FL,0,1,0
5855,consulting,0,0,0,1,NJ,0,0,0
5858,misc,0,0,0,2,TX,0,0,10.4
5859,software,0,0,0,1,MO,1,1,0
5860,search,55,0,3,7,NY,1,1,33.6
5864,software,0,0,0,1,PA,0,1,0
5870,misc,0,0,0,1,CA,0,1,0
5881,consulting,30,0,0,1,CA,0,1,0
5889,network_hosting,0,1,0,1,MO,1,1,0
5894,web,15,0,0,1,CA,1,1,0
5895,web,5,0,2,1,IL,1,1,0
5899,advertising,80,0,0,1,NJ,0,1,0
5900,web,15,0,0,1,WA,1,1,0
5901,public_relations,5,0,0,1,PA,0,1,0
5903,web,0,0,0,1,CA,0,1,0
5904,software,6,0,0,1,CA,0,1,0.5
5905,web,38,0,5,1,CA,0,1,0
5909,cleantech,0,0,0,4,CA,1,1,12
5911,misc,0,0,0,1,PA,0,1,0
5919,advertising,150,0,0,1,CA,0,1,70
5920,mobile,0,0,0,11,WA,0,1,68
5922,web,0,0,0,1,MO,0,1,0
5923,hardware,80,0,0,5,CA,0,1,24
5928,advertising,80,0,0,9,CA,1,1,11
5942,software,42,0,0,1,AZ,0,1,0
5943,web,6,0,0,1,MA,1,1,0
5945,web,12,0,0,1,CA,0,1,0
5951,web,0,0,0,1,CA,0,1,0
5952,other,0,1,4,1,CA,0,1,0
5956,ecommerce,2,0,5,1,CA,1,1,0.015
5960,public_relations,11,0,0,1,CA,0,1,0
5961,mobile,0,1,2,1,CA,0,1,5
5963,software,5,0,0,1,MD,0,1,0
5964,other,0,0,0,1,CA,1,1,0
5966,games_video,0,0,0,1,NY,0,1,0
5967,mobile,16,0,0,1,ID,0,1,0
5968,search,9,0,0,1,CA,1,1,0
5969,mobile,20,0,0,1,CA,0,1,0
5974,web,0,0,0,1,OR,0,1,0
5978,misc,0,0,0,1,NY,0,1,0
5979,biotech,0,0,0,1,GA,0,0,0
5980,web,0,1,0,1,MA,0,1,0
5983,web,30,0,0,1,FL,1,1,0
5985,ecommerce,5,0,0,1,IL,0,1,0
5986,other,0,0,0,1,CA,1,1,0
5987,games_video,0,0,0,1,CA,1,1,0
5988,web,2,0,0,1,CA,1,1,0
5990,search,0,0,4,1,CA,1,1,0
5991,web,25,0,0,6,CA,1,1,13.3
5992,software,0,0,0,1,NY,0,1,0
5995,consulting,2,0,0,1,WA,1,1,0
5997,software,0,1,11,5,MA,1,1,21.9
5998,advertising,0,0,0,1,CA,0,1,0
6000,consulting,15,0,0,1,CA,1,1,0
6002,security,0,1,0,1,MA,1,1,0
6003,web,0,0,3,1,NY,0,1,0
6004,ecommerce,10,0,0,2,CA,0,1,0
6005,software,15,0,0,1,NY,1,1,0
6006,software,260,1,0,1,TX,1,1,0
6012,hardware,0,0,0,1,UT,0,1,0
6013,web,0,0,4,1,IL,1,1,2
6014,software,3,0,0,1,WI,1,1,0
6016,games_video,0,1,0,1,WA,0,1,0
6018,software,0,0,2,1,WA,1,1,0
6019,software,25,0,0,1,TX,0,1,0
6023,games_video,0,0,0,4,MA,0,1,14
6024,consulting,1,0,0,1,CA,1,1,0
6027,network_hosting,0,0,2,1,IL,0,1,0
6031,games_video,6,0,2,1,TN,1,1,0.15
6032,web,1,0,12,1,NY,1,1,0
6033,hardware,16,0,2,1,MN,0,1,0
6034,web,1,0,6,1,CA,0,1,0
6035,games_video,0,0,2,1,TX,1,1,0
6036,web,6,0,2,1,AL,1,1,0
6037,public_relations,12,0,2,1,AZ,1,1,0
6038,games_video,12,0,2,1,CA,1,1,0
6039,network_hosting,0,1,2,3,CA,1,1,1.8
6041,consulting,19,0,2,1,TX,1,1,0
6042,web,0,0,2,1,CA,1,1,0
6043,web,2,0,2,1,CA,1,1,0
6044,cleantech,3,0,2,1,CA,1,1,0
6045,public_relations,0,0,8,1,CA,0,1,0
6047,other,2,0,2,1,WI,0,1,0
6048,network_hosting,1,0,2,1,FL,1,1,0
6049,consulting,25,0,2,1,CA,0,1,0
6055,web,7,0,6,1,MD,1,1,0.3
6057,mobile,30,0,4,2,CA,1,1,8.51
6058,other,100,0,2,1,AZ,0,1,0
6059,software,0,1,2,7,TX,1,1,15.2
6065,web,6,0,2,1,IL,1,1,1.2
6067,biotech,0,0,2,1,CA,0,1,0
6069,enterprise,0,0,2,7,CA,1,1,41.1
6072,public_relations,0,0,2,5,CA,0,1,11.5
6073,web,1,0,4,1,CT,1,1,0
6075,web,0,1,2,1,CA,0,1,0
6076,news,5,0,2,3,CA,0,1,3.5
6077,mobile,50,0,2,8,MA,1,1,6.96
6078,software,2,0,6,1,CA,0,1,0
6085,other,6,0,2,1,PA,0,1,0
6088,enterprise,0,0,2,1,CA,0,1,0
6092,enterprise,40,1,2,3,GA,1,1,4.75
6094,misc,0,0,2,2,CA,0,1,6.18
6095,web,0,1,10,1,CA,1,1,0
6097,public_relations,35,0,2,1,CA,0,1,2.5
6103,enterprise,0,0,12,6,NC,1,1,12.8
6107,enterprise,0,0,2,2,CA,1,1,15
6112,web,5,0,2,1,FL,0,1,0
6113,ecommerce,2,0,4,1,TX,0,1,0
6115,hardware,0,0,2,1,CA,0,1,0
6116,hardware,0,0,2,1,CA,0,1,0
6118,misc,0,0,2,1,CA,0,0,0
6121,misc,0,1,2,4,NY,0,0,15
6122,network_hosting,160,0,4,13,CA,1,1,52
6126,enterprise,0,1,2,1,VA,1,1,0
6132,consulting,150,0,2,1,MA,1,1,0
6134,other,50,0,2,1,KS,0,1,0
6135,software,50,1,2,3,WA,1,1,10
6137,network_hosting,0,0,2,1,NY,1,1,0
6138,software,120,0,2,8,AZ,1,1,34.8
6142,web,0,0,2,4,NY,1,1,0
6143,games_video,2,0,2,1,CA,0,1,0.015
6144,advertising,0,1,6,11,CA,1,1,1.32
6145,software,7,0,2,1,VA,1,1,0
6146,network_hosting,0,0,6,1,FL,0,1,0
6147,education,9,0,10,8,VA,1,1,7
6148,games_video,47,0,6,1,FL,1,1,0
6150,software,0,0,2,7,CA,1,1,21.3
6151,web,0,0,2,1,CA,1,1,0
6154,advertising,5,0,2,1,FL,1,1,0
6156,misc,0,0,2,1,IL,0,1,0
6157,games_video,0,0,2,1,WA,1,1,0
6158,software,100,0,8,13,NY,1,1,18
6164,public_relations,5,0,2,1,MI,0,1,0
6166,ecommerce,7,0,2,1,NY,1,1,0
6174,web,0,0,2,1,CA,1,1,0
6176,social,27,0,2,17,MO,1,1,8.09
6177,other,4,0,2,1,WI,0,1,0
6180,semiconductor,0,0,2,9,CA,0,1,42.5
6181,biotech,0,0,2,1,CA,0,1,1.99
6182,software,0,0,2,5,WA,1,1,11
6183,cleantech,0,0,2,8,CA,0,1,15
6184,semiconductor,0,0,2,12,OR,0,1,43
6185,cleantech,0,0,2,3,NJ,0,1,40
6186,enterprise,0,0,2,3,CA,0,1,15
6187,semiconductor,0,0,2,1,CA,0,1,0
6188,semiconductor,0,1,2,9,PA,0,1,77
6190,misc,0,0,2,4,PA,1,1,2.16
6191,security,0,0,2,1,CA,0,1,1.62
6192,semiconductor,0,0,2,9,CA,0,1,74
6193,software,0,1,2,5,CA,1,1,13
6194,semiconductor,0,0,2,2,MD,0,1,14
6202,semiconductor,0,1,2,11,CA,0,1,57
6204,software,0,0,2,1,WA,0,1,0
6206,enterprise,200,0,2,1,AZ,0,1,0
6213,software,3,0,2,1,MD,1,1,0
6214,advertising,15,0,2,1,NY,1,1,0.25
6215,mobile,7,0,6,3,CA,1,1,0.93
6217,software,1,0,2,1,CA,1,1,0
6220,web,14,0,2,1,CA,0,1,1.25
6221,hardware,4,0,2,1,VA,0,1,0
6224,web,10,0,2,1,MO,1,1,0
6228,software,6,0,2,1,CA,0,1,0
6232,ecommerce,0,0,2,1,WA,1,1,0
6233,consulting,0,0,2,1,CO,1,1,0
6234,search,0,0,2,1,ME,1,1,0
6236,mobile,20,0,12,1,CA,1,1,0.02
6239,public_relations,3,0,2,2,CA,0,1,0.12
6244,hardware,0,0,2,1,IN,0,1,0.51
6246,security,0,0,14,13,CA,1,1,329
6248,software,0,0,2,8,CO,1,1,13.3
6252,enterprise,2,0,2,1,OH,1,1,0
6256,network_hosting,1,0,2,1,DC,0,1,0.25
6259,software,8,0,2,1,CA,0,1,0
6263,software,0,0,2,1,VA,0,1,0
6265,enterprise,10,0,2,4,WA,1,1,3
6266,web,3,1,12,7,CA,1,1,0.6
6269,network_hosting,150,1,2,2,FL,1,1,9
6270,mobile,0,0,2,8,MA,0,1,27.8
6272,photo_video,0,0,2,1,CA,1,1,0
6273,web,10,0,2,1,OR,1,1,0
6274,security,70,1,2,11,NH,0,1,25
6276,analytics,5,1,2,9,CA,1,1,1
6278,hardware,0,0,2,13,CA,1,1,146
6279,network_hosting,5,1,2,2,CA,1,1,0
6280,security,0,0,2,2,MD,1,1,27.4
6282,games_video,0,0,2,1,CA,0,1,0
6283,software,6,0,2,1,PA,0,1,0
6290,consulting,150,0,2,1,MA,1,1,0
6293,semiconductor,0,0,2,1,CA,0,1,0
6294,web,0,0,2,1,IL,0,1,0
6295,software,0,0,2,1,CA,0,0,0
6298,ecommerce,25,1,8,1,NY,1,1,6.25
6299,web,0,0,2,1,CA,0,1,0
6301,web,0,0,2,1,MA,0,1,0
6302,software,4,0,2,1,HI,1,1,0
6303,enterprise,0,0,2,1,CO,0,1,0
6304,web,15,1,6,5,NY,1,1,0.54
6305,advertising,6,0,2,1,FL,1,1,0
6308,software,0,0,2,3,CO,1,1,0.515
6311,web,5,0,4,1,WA,1,1,0
6312,ecommerce,0,0,2,1,GA,1,1,0
6313,software,14,0,12,1,CO,1,1,0.018
6314,software,9,0,2,4,CO,1,1,8.02
6316,ecommerce,10,1,2,22,CA,1,1,1.02
6317,travel,15,0,2,5,CO,0,1,3.27
6318,finance,30,0,2,1,NY,1,1,0
6319,security,0,0,2,16,MD,1,1,37.7
6320,enterprise,50,0,2,3,NY,1,1,5.6
6321,ecommerce,25,0,2,1,NY,1,1,0.5
6322,software,0,0,2,8,NY,0,1,2.4
6323,software,0,0,2,1,CA,0,1,0
6329,software,17,0,2,1,GA,0,1,0
6334,other,2,0,2,1,CA,0,0,0
6336,misc,0,0,2,1,CT,1,1,0
6338,web,8,0,4,1,CA,1,1,0
6342,mobile,2,0,2,1,TX,1,1,0
6348,web,0,0,2,1,CA,0,1,0
6350,security,400,0,8,3,CO,1,1,108
6352,software,0,0,2,2,CA,0,1,6
6353,advertising,0,1,2,1,GA,0,1,0
6356,software,50,0,2,1,WA,0,1,5.39
6358,hardware,6,0,2,1,CA,0,1,0
6362,software,50,1,2,2,CA,0,1,9.3
6363,other,3,0,2,1,MI,1,1,0
6369,software,0,0,2,1,GA,1,1,0
6370,hardware,45,0,2,1,CA,0,1,0
6372,analytics,17,0,2,1,UT,1,1,0.5
6374,mobile,3,0,2,1,CA,0,1,0
6376,mobile,100,0,4,1,CA,1,1,0
6377,misc,0,0,2,1,CA,0,0,0
6378,games_video,0,0,2,1,CA,0,0,0
6379,other,0,0,2,1,DC,0,1,0
